人类基因	小鼠基因	人类转录本	小鼠转录本	提取状态
ENSG00000275265	ENSMUSG00000086753	ENST00000619123	ENSMUST00000134552	成功
ENSG00000232762	ENSMUSG00000028612	ENST00000446686	ENSMUST00000142425	成功
ENSG00000259354	ENSMUSG00000074876	ENST00000558536	ENSMUST00000149090	成功
ENSG00000228153	ENSMUSG00000102709	ENST00000435021	ENSMUST00000194934	成功
ENSG00000213981	ENSMUSG00000087264	ENST00000428156	ENSMUST00000154284	成功
ENSG00000258283	ENSMUSG00000097414	ENST00000549516	ENSMUST00000181510	成功
ENSG00000271167	ENSMUSG00000098659	ENST00000603837	ENSMUST00000184429	成功
ENSG00000265096	ENSMUSG00000054418	ENST00000577521	ENSMUST00000155384	成功
ENSG00000224215	ENSMUSG00000087674	ENST00000443224	ENSMUST00000150514	成功
ENSG00000259732	ENSMUSG00000097720	ENST00000559026	ENSMUST00000180561	成功
ENSG00000261069	ENSMUSG00000109122	ENST00000567527	ENSMUST00000207198	成功
ENSG00000261959	ENSMUSG00000086552	ENST00000572855	ENSMUST00000156477	成功
ENSG00000267283	ENSMUSG00000097889	ENST00000588480	ENSMUST00000181866	成功
ENSG00000248809	ENSMUSG00000110388	ENST00000512063	ENSMUST00000211572	成功
ENSG00000227355	ENSMUSG00000106961	ENST00000637541	ENSMUST00000202212	成功
ENSG00000196756	ENSMUSG00000085385	ENST00000449469	ENSMUST00000149667	成功
ENSG00000246465	ENSMUSG00000108676	ENST00000501520	ENSMUST00000206035	成功
ENSG00000235423	ENSMUSG00000085433	ENST00000543217	ENSMUST00000143062	成功
ENSG00000276509	ENSMUSG00000106536	ENST00000622359	ENSMUST00000199972	成功
ENSG00000272864	ENSMUSG00000104122	ENST00000608748	ENSMUST00000194899	成功
ENSG00000229414	ENSMUSG00000101609	ENST00000440887	ENSMUST00000185789	成功
ENSG00000233193	ENSMUSG00000085762	ENST00000433051	ENSMUST00000128647	成功
ENSG00000258497	ENSMUSG00000098061	ENST00000555328	ENSMUST00000183191	成功
ENSG00000235288	ENSMUSG00000097820	ENST00000449063	ENSMUST00000181325	成功
ENSG00000203325	ENSMUSG00000085389	ENST00000366152	ENSMUST00000139884	成功
ENSG00000231971	ENSMUSG00000097108	ENST00000417483	ENSMUST00000181953	成功
ENSG00000261651	ENSMUSG00000097438	ENST00000562873	ENSMUST00000181666	成功
ENSG00000250714	ENSMUSG00000102611	ENST00000511929	ENSMUST00000192163	成功
ENSG00000280042	ENSMUSG00000086083	ENST00000624807	ENSMUST00000145415	成功
ENSG00000244459	ENSMUSG00000092275	ENST00000466692	ENSMUST00000174768	成功
ENSG00000259681	ENSMUSG00000074876	ENST00000557965	ENSMUST00000152813	成功
ENSG00000235978	ENSMUSG00000107458	ENST00000474544	ENSMUST00000203360	成功
ENSG00000128254	ENSMUSG00000105429	ENST00000484682	ENSMUST00000198236	成功
ENSG00000231324	ENSMUSG00000097768	ENST00000457669	ENSMUST00000180967	成功
ENSG00000241469	ENSMUSG00000097465	ENST00000609366	ENSMUST00000181817	成功
ENSG00000274269	ENSMUSG00000087035	ENST00000619766	ENSMUST00000137422	成功
ENSG00000257022	ENSMUSG00000072683	ENST00000539874	ENSMUST00000159599	成功
ENSG00000255159	ENSMUSG00000085407	ENST00000532930	ENSMUST00000143715	成功
ENSG00000258279	ENSMUSG00000075408	ENST00000549830	ENSMUST00000191426	成功
ENSG00000260588	ENSMUSG00000110256	ENST00000563810	ENSMUST00000210217	成功
ENSG00000237919	ENSMUSG00000105643	ENST00000425754	ENSMUST00000199446	成功
ENSG00000223534	ENSMUSG00000098197	ENST00000419852	ENSMUST00000183290	成功
ENSG00000279905	ENSMUSG00000105271	ENST00000624734	ENSMUST00000197674	成功
ENSG00000272719	ENSMUSG00000104875	ENST00000609813	ENSMUST00000196422	成功
ENSG00000230294	ENSMUSG00000104681	ENST00000428272	ENSMUST00000198925	成功
ENSG00000274331	ENSMUSG00000110245	ENST00000618896	ENSMUST00000209418	成功
ENSG00000261534	ENSMUSG00000107106	ENST00000567068	ENSMUST00000202120	成功
ENSG00000264647	ENSMUSG00000097165	ENST00000584986	ENSMUST00000180805	成功
ENSG00000278973	ENSMUSG00000105039	ENST00000623062	ENSMUST00000198586	成功
ENSG00000223597	ENSMUSG00000051805	ENST00000500616	ENSMUST00000070942	成功
ENSG00000259813	ENSMUSG00000043903	ENST00000561699	ENSMUST00000187142	成功
ENSG00000272892	ENSMUSG00000096991	ENST00000610279	ENSMUST00000181342	成功
ENSG00000261407	ENSMUSG00000108373	ENST00000570120	ENSMUST00000206461	成功
ENSG00000275198	ENSMUSG00000072884	ENST00000615251	ENSMUST00000138678	成功
ENSG00000254823	ENSMUSG00000097205	ENST00000527774	ENSMUST00000181617	成功
ENSG00000228956	ENSMUSG00000100150	ENST00000628431	ENSMUST00000186007	成功
ENSG00000272941	ENSMUSG00000073155	ENST00000608819	ENSMUST00000152147	成功
ENSG00000248636	ENSMUSG00000085376	ENST00000509470	ENSMUST00000127049	成功
ENSG00000221857	ENSMUSG00000097817	ENST00000592174	ENSMUST00000208688	成功
ENSG00000246067	ENSMUSG00000074024	ENST00000533708	ENSMUST00000147198	成功
ENSG00000275741	ENSMUSG00000096938	ENST00000615635	ENSMUST00000181315	成功
ENSG00000258676	ENSMUSG00000074067	ENST00000555864	ENSMUST00000186073	成功
ENSG00000279246	ENSMUSG00000097862	ENST00000623765	ENSMUST00000181743	成功
ENSG00000224911	ENSMUSG00000071818	ENST00000441312	ENSMUST00000123249	成功
ENSG00000255153	ENSMUSG00000109958	ENST00000530897	ENSMUST00000211351	成功
ENSG00000255026	ENSMUSG00000109628	ENST00000534742	ENSMUST00000209406	成功
ENSG00000268707	ENSMUSG00000085224	ENST00000600965	ENSMUST00000145389	成功
ENSG00000260316	ENSMUSG00000097518	ENST00000564460	ENSMUST00000180868	成功
ENSG00000267432	ENSMUSG00000085434	ENST00000591373	ENSMUST00000125607	成功
ENSG00000279199	ENSMUSG00000075576	ENST00000623793	ENSMUST00000141696	成功
ENSG00000229214	ENSMUSG00000097624	ENST00000437615	ENSMUST00000181658	成功
ENSG00000225620	ENSMUSG00000097435	ENST00000411431	ENSMUST00000181197	成功
ENSG00000255723	ENSMUSG00000105615	ENST00000508163	ENSMUST00000196103	成功
ENSG00000271833	ENSMUSG00000104277	ENST00000607259	ENSMUST00000193214	成功
ENSG00000187904	ENSMUSG00000039563	ENST00000441093	ENSMUST00000122882	成功
ENSG00000257048	ENSMUSG00000107060	ENST00000542449	ENSMUST00000202448	成功
ENSG00000247699	ENSMUSG00000084889	ENST00000501818	ENSMUST00000153791	成功
ENSG00000279028	ENSMUSG00000073594	ENST00000625092	ENSMUST00000097612	成功
ENSG00000233427	ENSMUSG00000084869	ENST00000418471	ENSMUST00000132247	成功
ENSG00000245748	ENSMUSG00000107168	ENST00000500031	ENSMUST00000201187	成功
ENSG00000257279	ENSMUSG00000029360	ENST00000548738	ENSMUST00000031305	成功
ENSG00000226355	ENSMUSG00000085275	ENST00000439014	ENSMUST00000145413	成功
ENSG00000223837	ENSMUSG00000098197	ENST00000415875	ENSMUST00000183290	成功
ENSG00000229732	ENSMUSG00000087265	ENST00000411759	ENSMUST00000153030	成功
ENSG00000248443	ENSMUSG00000097707	ENST00000511091	ENSMUST00000181829	成功
ENSG00000283213	ENSMUSG00000108752	ENST00000636354	ENSMUST00000205846	成功
ENSG00000235513	ENSMUSG00000097613	ENST00000441316	ENSMUST00000181220	成功
ENSG00000273066	ENSMUSG00000087612	ENST00000415992	ENSMUST00000137661	成功
ENSG00000279811	ENSMUSG00000097141	ENST00000624814	ENSMUST00000181931	成功
ENSG00000276449	ENSMUSG00000108959	ENST00000620532	ENSMUST00000207756	成功
ENSG00000261055	ENSMUSG00000086968	ENST00000565955	ENSMUST00000144591	成功
ENSG00000260274	ENSMUSG00000086728	ENST00000563278	ENSMUST00000125333	成功
ENSG00000250234	ENSMUSG00000097058	ENST00000507566	ENSMUST00000180604	成功
ENSG00000271958	ENSMUSG00000105183	ENST00000515436	ENSMUST00000196013	成功
ENSG00000279739	ENSMUSG00000086375	ENST00000624423	ENSMUST00000123278	成功
ENSG00000278029	ENSMUSG00000109506	ENST00000620493	ENSMUST00000207119	成功
ENSG00000226308	ENSMUSG00000087382	ENST00000412321	ENSMUST00000142165	成功
ENSG00000245322	ENSMUSG00000105676	ENST00000507494	ENSMUST00000198011	成功
ENSG00000272994	ENSMUSG00000099576	ENST00000610036	ENSMUST00000189899	成功
ENSG00000229043	ENSMUSG00000106056	ENST00000423008	ENSMUST00000198000	成功
ENSG00000257045	ENSMUSG00000101332	ENST00000489557	ENSMUST00000187560	成功
ENSG00000234608	ENSMUSG00000105179	ENST00000442119	ENSMUST00000195919	成功
ENSG00000254863	ENSMUSG00000100836	ENST00000526934	ENSMUST00000186146	成功
ENSG00000281473	ENSMUSG00000102458	ENST00000626175	ENSMUST00000195532	成功
ENSG00000273361	ENSMUSG00000103013	ENST00000608367	ENSMUST00000192088	成功
ENSG00000229807	ENSMUSG00000086503	ENST00000429829	ENSMUST00000127786	成功
ENSG00000251294	ENSMUSG00000084873	ENST00000510391	ENSMUST00000150382	成功
ENSG00000279311	ENSMUSG00000103703	ENST00000624004	ENSMUST00000195639	成功
ENSG00000267096	ENSMUSG00000109165	ENST00000592252	ENSMUST00000208578	成功
ENSG00000259615	ENSMUSG00000108476	ENST00000560477	ENSMUST00000206387	成功
ENSG00000262202	ENSMUSG00000085170	ENST00000573866	ENSMUST00000142492	成功
ENSG00000274294	ENSMUSG00000109115	ENST00000621331	ENSMUST00000207774	成功
ENSG00000267432	ENSMUSG00000085511	ENST00000598378	ENSMUST00000134069	成功
ENSG00000237945	ENSMUSG00000086331	ENST00000597626	ENSMUST00000124376	成功
ENSG00000257268	ENSMUSG00000105434	ENST00000551161	ENSMUST00000197944	成功
ENSG00000264672	ENSMUSG00000085872	ENST00000580769	ENSMUST00000130442	成功
ENSG00000249833	ENSMUSG00000107451	ENST00000506660	ENSMUST00000205064	成功
ENSG00000230091	ENSMUSG00000098609	ENST00000412298	ENSMUST00000184083	成功
ENSG00000277210	ENSMUSG00000100094	ENST00000610780	ENSMUST00000187848	成功
ENSG00000260614	ENSMUSG00000098295	ENST00000564875	ENSMUST00000183446	成功
ENSG00000255558	ENSMUSG00000110009	ENST00000531136	ENSMUST00000210408	成功
ENSG00000233399	ENSMUSG00000078531	ENST00000445180	ENSMUST00000149942	成功
ENSG00000261758	ENSMUSG00000100176	ENST00000564748	ENSMUST00000189857	成功
ENSG00000232480	ENSMUSG00000100393	ENST00000414452	ENSMUST00000189481	成功
ENSG00000230033	ENSMUSG00000097561	ENST00000427073	ENSMUST00000181005	成功
ENSG00000233429	ENSMUSG00000086427	ENST00000425358	ENSMUST00000147174	成功
ENSG00000269416	ENSMUSG00000097360	ENST00000601293	ENSMUST00000180908	成功
ENSG00000256742	ENSMUSG00000056735	ENST00000541574	ENSMUST00000148466	成功
ENSG00000253523	ENSMUSG00000087099	ENST00000518750	ENSMUST00000131675	成功
ENSG00000279848	ENSMUSG00000097767	ENST00000624792	ENSMUST00000181535	成功
ENSG00000272167	ENSMUSG00000079045	ENST00000607258	ENSMUST00000110279	成功
ENSG00000262292	ENSMUSG00000085748	ENST00000572818	ENSMUST00000155836	成功
ENSG00000233695	ENSMUSG00000110311	ENST00000611082	ENSMUST00000211331	成功
ENSG00000261723	ENSMUSG00000108573	ENST00000561764	ENSMUST00000206292	成功
ENSG00000248540	ENSMUSG00000086624	ENST00000563727	ENSMUST00000153106	成功
ENSG00000267737	ENSMUSG00000085434	ENST00000586583	ENSMUST00000125607	成功
ENSG00000261716	ENSMUSG00000093577	ENST00000564237	ENSMUST00000176760	成功
ENSG00000250708	ENSMUSG00000100510	ENST00000512263	ENSMUST00000186214	成功
ENSG00000270607	ENSMUSG00000108950	ENST00000603468	ENSMUST00000208636	成功
ENSG00000253775	ENSMUSG00000089995	ENST00000519197	ENSMUST00000162457	成功
ENSG00000223770	ENSMUSG00000104886	ENST00000454066	ENSMUST00000198482	成功
ENSG00000272677	ENSMUSG00000091623	ENST00000609552	ENSMUST00000166606	成功
ENSG00000272701	ENSMUSG00000086854	ENST00000610046	ENSMUST00000124153	成功
ENSG00000266765	ENSMUSG00000062391	ENST00000581911	ENSMUST00000148405	成功
ENSG00000281205	ENSMUSG00000085351	ENST00000629651	ENSMUST00000153232	成功
ENSG00000253344	ENSMUSG00000109954	ENST00000519978	ENSMUST00000210723	成功
ENSG00000235303	ENSMUSG00000096984	ENST00000413005	ENSMUST00000180713	成功
ENSG00000265399	ENSMUSG00000103558	ENST00000580139	ENSMUST00000195774	成功
ENSG00000261442	ENSMUSG00000097397	ENST00000569678	ENSMUST00000181498	成功
ENSG00000266962	ENSMUSG00000085083	ENST00000590513	ENSMUST00000156205	成功
ENSG00000230550	ENSMUSG00000101693	ENST00000433869	ENSMUST00000191207	成功
ENSG00000259804	ENSMUSG00000098120	ENST00000562846	ENSMUST00000182046	成功
ENSG00000236908	ENSMUSG00000107042	ENST00000432994	ENSMUST00000201403	成功
ENSG00000263680	ENSMUSG00000020624	ENST00000577281	ENSMUST00000153429	成功
ENSG00000250900	ENSMUSG00000086245	ENST00000509080	ENSMUST00000156882	成功
ENSG00000226380	ENSMUSG00000103220	ENST00000432045	ENSMUST00000195025	成功
ENSG00000260440	ENSMUSG00000097482	ENST00000567801	ENSMUST00000181383	成功
ENSG00000272094	ENSMUSG00000097018	ENST00000606898	ENSMUST00000180862	成功
ENSG00000245468	ENSMUSG00000107081	ENST00000501888	ENSMUST00000202047	成功
ENSG00000235590	ENSMUSG00000074555	ENST00000598163	ENSMUST00000131346	成功
ENSG00000224259	ENSMUSG00000085184	ENST00000443364	ENSMUST00000140307	成功
ENSG00000268366	ENSMUSG00000084974	ENST00000599050	ENSMUST00000148699	成功
ENSG00000279202	ENSMUSG00000108341	ENST00000624179	ENSMUST00000205565	成功
ENSG00000255874	ENSMUSG00000110245	ENST00000538077	ENSMUST00000209418	成功
ENSG00000234019	ENSMUSG00000084771	ENST00000433646	ENSMUST00000175942	成功
ENSG00000204990	ENSMUSG00000097484	ENST00000461145	ENSMUST00000181132	成功
ENSG00000278969	ENSMUSG00000097419	ENST00000625186	ENSMUST00000180763	成功
ENSG00000233611	ENSMUSG00000092627	ENST00000415226	ENSMUST00000189763	成功
ENSG00000267521	ENSMUSG00000085434	ENST00000591422	ENSMUST00000125607	成功
ENSG00000251687	ENSMUSG00000110094	ENST00000514334	ENSMUST00000209234	成功
ENSG00000231028	ENSMUSG00000068638	ENST00000579944	ENSMUST00000097355	成功
ENSG00000226938	ENSMUSG00000087289	ENST00000429099	ENSMUST00000132609	成功
ENSG00000263218	ENSMUSG00000075389	ENST00000576215	ENSMUST00000155681	成功
ENSG00000215403	ENSMUSG00000092375	ENST00000400221	ENSMUST00000174277	成功
ENSG00000237410	ENSMUSG00000079467	ENST00000433606	ENSMUST00000129675	成功
ENSG00000255774	ENSMUSG00000108967	ENST00000542064	ENSMUST00000207878	成功
ENSG00000260977	ENSMUSG00000099798	ENST00000568862	ENSMUST00000189953	成功
ENSG00000279010	ENSMUSG00000075555	ENST00000623111	ENSMUST00000131710	成功
ENSG00000198468	ENSMUSG00000104487	ENST00000356684	ENSMUST00000194403	成功
ENSG00000236618	ENSMUSG00000109715	ENST00000425081	ENSMUST00000209836	成功
ENSG00000260172	ENSMUSG00000102143	ENST00000564843	ENSMUST00000195551	成功
ENSG00000272274	ENSMUSG00000109371	ENST00000607593	ENSMUST00000207035	成功
ENSG00000239523	ENSMUSG00000100593	ENST00000463408	ENSMUST00000187558	成功
ENSG00000259343	ENSMUSG00000087088	ENST00000559781	ENSMUST00000208892	成功
ENSG00000249695	ENSMUSG00000108171	ENST00000508953	ENSMUST00000203013	成功
ENSG00000233017	ENSMUSG00000085704	ENST00000433121	ENSMUST00000150145	成功
ENSG00000225733	ENSMUSG00000087317	ENST00000424349	ENSMUST00000144105	成功
ENSG00000225756	ENSMUSG00000087667	ENST00000425189	ENSMUST00000177012	成功
ENSG00000241163	ENSMUSG00000108151	ENST00000626474	ENSMUST00000204791	成功
ENSG00000180861	ENSMUSG00000107768	ENST00000531049	ENSMUST00000203442	成功
ENSG00000246130	ENSMUSG00000098975	ENST00000501897	ENSMUST00000184034	成功
ENSG00000254586	ENSMUSG00000110060	ENST00000524885	ENSMUST00000211426	成功
ENSG00000279328	ENSMUSG00000108119	ENST00000624121	ENSMUST00000205132	成功
ENSG00000267359	ENSMUSG00000087107	ENST00000588445	ENSMUST00000145461	成功
ENSG00000259673	ENSMUSG00000086539	ENST00000559298	ENSMUST00000191455	成功
ENSG00000262528	ENSMUSG00000084862	ENST00000573609	ENSMUST00000148064	成功
ENSG00000250286	ENSMUSG00000085051	ENST00000509260	ENSMUST00000126480	成功
ENSG00000226711	ENSMUSG00000090192	ENST00000535567	ENSMUST00000162608	成功
ENSG00000204792	ENSMUSG00000107809	ENST00000377469	ENSMUST00000204556	成功
ENSG00000234977	ENSMUSG00000105453	ENST00000450458	ENSMUST00000198772	成功
ENSG00000234390	ENSMUSG00000087252	ENST00000437322	ENSMUST00000128858	成功
ENSG00000254034	ENSMUSG00000102764	ENST00000520055	ENSMUST00000191712	成功
ENSG00000253138	ENSMUSG00000104465	ENST00000518035	ENSMUST00000195674	成功
ENSG00000231814	ENSMUSG00000089947	ENST00000431637	ENSMUST00000162615	成功
ENSG00000204241	ENSMUSG00000100409	ENST00000532706	ENSMUST00000190432	成功
ENSG00000249971	ENSMUSG00000097507	ENST00000504539	ENSMUST00000180512	成功
ENSG00000236961	ENSMUSG00000097390	ENST00000424283	ENSMUST00000181775	成功
ENSG00000227533	ENSMUSG00000066060	ENST00000416689	ENSMUST00000128998	成功
ENSG00000262652	ENSMUSG00000087638	ENST00000570869	ENSMUST00000138256	成功
ENSG00000240291	ENSMUSG00000103778	ENST00000436485	ENSMUST00000195431	成功
ENSG00000272463	ENSMUSG00000085981	ENST00000606285	ENSMUST00000135656	成功
ENSG00000262188	ENSMUSG00000097294	ENST00000572353	ENSMUST00000181119	成功
ENSG00000236451	ENSMUSG00000100553	ENST00000414512	ENSMUST00000189132	成功
ENSG00000177993	ENSMUSG00000085189	ENST00000325660	ENSMUST00000149826	成功
ENSG00000250734	ENSMUSG00000106032	ENST00000504583	ENSMUST00000198041	成功
ENSG00000259768	ENSMUSG00000109868	ENST00000563328	ENSMUST00000210837	成功
ENSG00000278997	ENSMUSG00000084891	ENST00000622988	ENSMUST00000141242	成功
ENSG00000278997	ENSMUSG00000085961	ENST00000622988	ENSMUST00000154515	成功
ENSG00000229191	ENSMUSG00000086264	ENST00000446333	ENSMUST00000134998	成功
ENSG00000099869	ENSMUSG00000073781	ENST00000445504	ENSMUST00000097935	成功
ENSG00000246820	ENSMUSG00000109107	ENST00000499752	ENSMUST00000208480	成功
ENSG00000279948	ENSMUSG00000097842	ENST00000624074	ENSMUST00000181501	成功
ENSG00000258792	ENSMUSG00000100211	ENST00000550332	ENSMUST00000185726	成功
ENSG00000253295	ENSMUSG00000086386	ENST00000518941	ENSMUST00000145338	成功
ENSG00000227260	ENSMUSG00000087469	ENST00000450746	ENSMUST00000130584	成功
ENSG00000280402	ENSMUSG00000089697	ENST00000625130	ENSMUST00000161395	成功
ENSG00000250338	ENSMUSG00000107125	ENST00000515422	ENSMUST00000201941	成功
ENSG00000277879	ENSMUSG00000087095	ENST00000614747	ENSMUST00000136990	成功
ENSG00000270020	ENSMUSG00000097097	ENST00000602739	ENSMUST00000180796	成功
ENSG00000225554	ENSMUSG00000103079	ENST00000413994	ENSMUST00000195831	成功
ENSG00000257599	ENSMUSG00000107402	ENST00000551108	ENSMUST00000203932	成功
ENSG00000273007	ENSMUSG00000054779	ENST00000609680	ENSMUST00000153785	成功
ENSG00000233922	ENSMUSG00000102522	ENST00000424569	ENSMUST00000194879	成功
ENSG00000260511	ENSMUSG00000089723	ENST00000562685	ENSMUST00000160544	成功
ENSG00000279859	ENSMUSG00000106934	ENST00000632154	ENSMUST00000202009	成功
ENSG00000237407	ENSMUSG00000097764	ENST00000434730	ENSMUST00000181077	成功
ENSG00000276934	ENSMUSG00000089760	ENST00000618739	ENSMUST00000162318	成功
ENSG00000266830	ENSMUSG00000085747	ENST00000579045	ENSMUST00000149865	成功
ENSG00000236234	ENSMUSG00000085733	ENST00000433601	ENSMUST00000130556	成功
ENSG00000228153	ENSMUSG00000102425	ENST00000435021	ENSMUST00000195676	成功
ENSG00000260664	ENSMUSG00000109868	ENST00000564508	ENSMUST00000209663	成功
ENSG00000267546	ENSMUSG00000100779	ENST00000607136	ENSMUST00000186169	成功
ENSG00000251230	ENSMUSG00000110179	ENST00000510284	ENSMUST00000210181	成功
ENSG00000253115	ENSMUSG00000097744	ENST00000522498	ENSMUST00000181371	成功
ENSG00000231154	ENSMUSG00000087368	ENST00000435306	ENSMUST00000134066	成功
ENSG00000225783	ENSMUSG00000093637	ENST00000616469	ENSMUST00000176660	成功
ENSG00000224090	ENSMUSG00000103145	ENST00000441450	ENSMUST00000194616	成功
ENSG00000260973	ENSMUSG00000108697	ENST00000567401	ENSMUST00000206668	成功
ENSG00000254902	ENSMUSG00000108851	ENST00000524987	ENSMUST00000208733	成功
ENSG00000265800	ENSMUSG00000085072	ENST00000584339	ENSMUST00000125653	成功
ENSG00000214894	ENSMUSG00000086867	ENST00000399196	ENSMUST00000135203	成功
ENSG00000247137	ENSMUSG00000102555	ENST00000529607	ENSMUST00000192772	成功
ENSG00000233376	ENSMUSG00000087129	ENST00000455642	ENSMUST00000154065	成功
